"Domain","Base Domain","URL","Agency","Sources","Compliant with M-15-13 and BOD 18-01","Enforces HTTPS","Strict Transport Security (HSTS)","Free of RC4/3DES and SSLv2/SSLv3","3DES","RC4","SSLv2","SSLv3","Preloaded"
"forrestal.nrel.gov","nrel.gov","https://forrestal.nrel.gov","Department of Energy","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"fuelsdb.nrel.gov","nrel.gov","https://fuelsdb.nrel.gov","Department of Energy","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"globus.nrel.gov","nrel.gov","https://globus.nrel.gov","Department of Energy","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"hd.nrel.gov","nrel.gov","https://hd.nrel.gov","Department of Energy","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"hpc.nrel.gov","nrel.gov","https://hpc.nrel.gov","Department of Energy","censys-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"hpcproxy.nrel.gov","nrel.gov","https://hpcproxy.nrel.gov","Department of Energy","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"hpcusers.nrel.gov","nrel.gov","https://hpcusers.nrel.gov","Department of Energy","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"hpcvpn.nrel.gov","nrel.gov","https://hpcvpn.nrel.gov","Department of Energy","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"hpxml-stage.nrel.gov","nrel.gov","https://hpxml-stage.nrel.gov","Department of Energy","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"hpxml.nrel.gov","nrel.gov","https://hpxml.nrel.gov","Department of Energy","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"hydrogendevapps1.nrel.gov","nrel.gov","https://hydrogendevapps1.nrel.gov","Department of Energy","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"images.nrel.gov","nrel.gov","https://images.nrel.gov","Department of Energy","censys-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"ldmg.nrel.gov","nrel.gov","https://ldmg.nrel.gov","Department of Energy","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"library.nrel.gov","nrel.gov","https://library.nrel.gov","Department of Energy","censys-snapshot","No","Yes","No","Yes","No","No","No","No","No"
"lists.nrel.gov","nrel.gov","https://lists.nrel.gov","Department of Energy","rdns-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"lms-content.nrel.gov","nrel.gov","https://lms-content.nrel.gov","Department of Energy","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"lyncdiscover.nrel.gov","nrel.gov","http://lyncdiscover.nrel.gov","Department of Energy","censys-snapshot","No","No","No","","","","","","No"
"mail.nrel.gov","nrel.gov","https://mail.nrel.gov","Department of Energy","censys-snapshot, eot2016","No","Yes","No","Yes","No","No","No","No","No"
"maps.nrel.gov","nrel.gov","https://maps.nrel.gov","Department of Energy","eot2016","No","Yes","No","Yes","No","No","No","No","No"
"materials.nrel.gov","nrel.gov","https://materials.nrel.gov","Department of Energy","censys-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"midcdmz.nrel.gov","nrel.gov","https://midcdmz.nrel.gov","Department of Energy","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"myaccess.nrel.gov","nrel.gov","https://myaccess.nrel.gov","Department of Energy","rdns-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"myvpn.nrel.gov","nrel.gov","https://myvpn.nrel.gov","Department of Energy","rdns-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"nrel.gov","nrel.gov","https://www.nrel.gov","Department of Energy","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"nreldev.nrel.gov","nrel.gov","https://nreldev.nrel.gov","Department of Energy","rdns-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"nsrdb.nrel.gov","nrel.gov","https://nsrdb.nrel.gov","Department of Energy","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"nwtc.nrel.gov","nrel.gov","https://nwtc.nrel.gov","Department of Energy","eot2016","No","Yes","No","Yes","No","No","No","No","No"
"openstudio.nrel.gov","nrel.gov","http://openstudio.nrel.gov","Department of Energy","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"performance.nrel.gov","nrel.gov","https://performance.nrel.gov","Department of Energy","censys-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"pfs.nrel.gov","nrel.gov","https://pfs.nrel.gov","Department of Energy","rdns-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"ps0.nrel.gov","nrel.gov","https://ps0.nrel.gov","Department of Energy","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"pvwatts.nrel.gov","nrel.gov","https://pvwatts.nrel.gov","Department of Energy","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"rredc.nrel.gov","nrel.gov","https://rredc.nrel.gov","Department of Energy","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"sam.nrel.gov","nrel.gov","https://sam.nrel.gov","Department of Energy","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"seds.nrel.gov","nrel.gov","https://seds.nrel.gov","Department of Energy","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"sip.nrel.gov","nrel.gov","http://sip.nrel.gov","Department of Energy","censys-snapshot","No","No","No","","","","","","No"
"sws.nrel.gov","nrel.gov","https://sws.nrel.gov","Department of Energy","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"view.nrel.gov","nrel.gov","https://view.nrel.gov","Department of Energy","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"widgets.nrel.gov","nrel.gov","https://widgets.nrel.gov","Department of Energy","dap, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"wind.nrel.gov","nrel.gov","https://wind.nrel.gov","Department of Energy","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"adfs.nrelhub.gov","nrelhub.gov","https://adfs.nrelhub.gov","Department of Energy","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"enterpriseregistration.nrelhub.gov","nrelhub.gov","https://enterpriseregistration.nrelhub.gov","Department of Energy","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"greenpoint.nrelhub.gov","nrelhub.gov","https://greenpoint.nrelhub.gov","Department of Energy","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"redpoint.nrelhub.gov","nrelhub.gov","https://redpoint.nrelhub.gov","Department of Energy","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"tsdc.nrelhub.gov","nrelhub.gov","https://tsdc.nrelhub.gov","Department of Energy","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"nro.gov","nro.gov","https://www.nro.gov","Department of Defense","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"afpimstest-www.nsa.gov","nsa.gov","https://afpimstest-www.nsa.gov","Department of Defense","censys-snapshot, dap","Yes","Yes","Yes","Yes","No","No","No","No","No"
"apps.nsa.gov","nsa.gov","https://apps.nsa.gov","Department of Defense","censys-snapshot","No","Yes","No","Yes","No","No","No","No","No"
"captcha.nsa.gov","nsa.gov","https://captcha.nsa.gov","Department of Defense","censys-snapshot","No","Yes","No","Yes","No","No","No","No","No"
"code.nsa.gov","nsa.gov","https://code.nsa.gov","Department of Defense","censys-snapshot","No","Yes","No","Yes","No","No","No","No","No"
"m.nsa.gov","nsa.gov","https://m.nsa.gov","Department of Defense","censys-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"nsa.gov","nsa.gov","https://www.nsa.gov","Department of Defense","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"oig.nsa.gov","nsa.gov","https://oig.nsa.gov","Department of Defense","censys-snapshot, dap","Yes","Yes","Yes","Yes","No","No","No","No","No"
"remoteoffice.nsa.gov","nsa.gov","https://remoteoffice.nsa.gov","Department of Defense","censys-snapshot, rdns-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"remoteoffice1.nsa.gov","nsa.gov","https://remoteoffice1.nsa.gov","Department of Defense","censys-snapshot, rdns-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"remoteoffice2.nsa.gov","nsa.gov","https://remoteoffice2.nsa.gov","Department of Defense","censys-snapshot, rdns-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"nscai.gov","nscai.gov","https://www.nscai.gov","National Security Commission on Artificial Intelligence","dotgov","No","Yes","No","No","Yes","No","No","No","Yes"
"email.nsep.gov","nsep.gov","https://email.nsep.gov","Department of Defense","censys-snapshot, rdns-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"nsep.gov","nsep.gov","https://nsep.gov","Department of Defense","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"access.nsf.gov","nsf.gov","https://access.nsf.gov","National Science Foundation","censys-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"access.sr.nsf.gov","nsf.gov","https://access.sr.nsf.gov","National Science Foundation","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"accessdev.nsf.gov","nsf.gov","https://accessdev.nsf.gov","National Science Foundation","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"adfs-dev.nsf.gov","nsf.gov","https://adfs-dev.nsf.gov","National Science Foundation","censys-snapshot, rdns-snapshot","No","Yes","Yes","No","Yes","No","No","No","No"
"adfs.nsf.gov","nsf.gov","https://adfs.nsf.gov","National Science Foundation","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"api.nsf.gov","nsf.gov","https://api.nsf.gov","National Science Foundation","censys-snapshot, rdns-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"autodiscover.nsf.gov","nsf.gov","http://autodiscover.nsf.gov","National Science Foundation","censys-snapshot","No","No","No","","","","","","No"
"beta.demo.nsf.gov","nsf.gov","https://beta.demo.nsf.gov","National Science Foundation","dap","Yes","Yes","Yes","Yes","No","No","No","No","No"
"beta.nsf.gov","nsf.gov","https://beta.nsf.gov","National Science Foundation","censys-snapshot, dap","Yes","Yes","Yes","Yes","No","No","No","No","No"
"cov.nsf.gov","nsf.gov","https://www.cov.nsf.gov","National Science Foundation","censys-snapshot, rdns-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"dellweb.bfa.nsf.gov","nsf.gov","https://dellweb.bfa.nsf.gov","National Science Foundation","censys-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"demo.nsf.gov","nsf.gov","https://www.demo.nsf.gov","National Science Foundation","censys-snapshot, rdns-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"extadfs2.nsf.gov","nsf.gov","https://extadfs2.nsf.gov","National Science Foundation","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"extsharepoint.nsf.gov","nsf.gov","https://extsharepoint.nsf.gov","National Science Foundation","censys-snapshot, dap, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"extwiki.nsf.gov","nsf.gov","https://extwiki.nsf.gov","National Science Foundation","censys-snapshot, dap, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"fastlane.nsf.gov","nsf.gov","https://fastlane.nsf.gov","National Science Foundation","censys-snapshot, dap, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"fldemo.nsf.gov","nsf.gov","https://fldemo.nsf.gov","National Science Foundation","censys-snapshot, rdns-snapshot, dap, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"go.nsf.gov","nsf.gov","http://go.nsf.gov","National Science Foundation","dap","No","No","No","Yes","No","No","No","No","No"
"grfptt.nsf.gov","nsf.gov","https://grfptt.nsf.gov","National Science Foundation","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"help.extsharepoint.nsf.gov","nsf.gov","https://help.extsharepoint.nsf.gov","National Science Foundation","censys-snapshot, dap, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"iucrc.nsf.gov","nsf.gov","https://iucrc.nsf.gov","National Science Foundation","dap","Yes","Yes","Yes","Yes","No","No","No","No","No"
"learnnsf.nsf.gov","nsf.gov","https://learnnsf.nsf.gov","National Science Foundation","censys-snapshot","No","Yes","No","No","Yes","No","No","No","No"
"meet.nsf.gov","nsf.gov","https://meet.nsf.gov","National Science Foundation","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"meetings.demo.nsf.gov","nsf.gov","https://meetings.demo.nsf.gov","National Science Foundation","censys-snapshot, rdns-snapshot, dap, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"meetings.nsf.gov","nsf.gov","https://meetings.nsf.gov","National Science Foundation","censys-snapshot, rdns-snapshot, dap, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"mobileconnect.nsf.gov","nsf.gov","https://mobileconnect.nsf.gov","National Science Foundation","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"mobileconnectconsole.nsf.gov","nsf.gov","https://mobileconnectconsole.nsf.gov","National Science Foundation","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"nationalscienceboard.nsf.gov","nsf.gov","https://nationalscienceboard.nsf.gov","National Science Foundation","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"ncses.nsf.gov","nsf.gov","https://ncses.nsf.gov","National Science Foundation","censys-snapshot, dap","Yes","Yes","Yes","Yes","No","No","No","No","No"
"ncsesdata.nsf.gov","nsf.gov","https://ncsesdata.nsf.gov","National Science Foundation","censys-snapshot, rdns-snapshot, dap, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"nsf.gov","nsf.gov","https://nsf.gov","National Science Foundation","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"nsfreset.nsf.gov","nsf.gov","https://nsfreset.nsf.gov","National Science Foundation","censys-snapshot, rdns-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"oig.nsf.gov","nsf.gov","https://oig.nsf.gov","National Science Foundation","censys-snapshot, rdns-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"olpaimages.nsf.gov","nsf.gov","https://olpaimages.nsf.gov","National Science Foundation","censys-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"oos.nsf.gov","nsf.gov","https://oos.nsf.gov","National Science Foundation","censys-snapshot","No","Yes","No","Yes","No","No","No","No","No"
"par.acpt.nsf.gov","nsf.gov","https://par.acpt.nsf.gov","National Science Foundation","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"par.nsf.gov","nsf.gov","https://par.nsf.gov","National Science Foundation","censys-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"remote.nsf.gov","nsf.gov","https://remote.nsf.gov","National Science Foundation","censys-snapshot, rdns-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"search.nsf.gov","nsf.gov","https://search.nsf.gov","National Science Foundation","censys-snapshot, dap, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"seedfund.nsf.gov","nsf.gov","https://seedfund.nsf.gov","National Science Foundation","censys-snapshot, dap","Yes","Yes","Yes","Yes","No","No","No","No","No"
"sestat.nsf.gov","nsf.gov","https://sestat.nsf.gov","National Science Foundation","censys-snapshot, dap, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"sip.nsf.gov","nsf.gov","http://sip.nsf.gov","National Science Foundation","censys-snapshot","No","No","No","","","","","","No"
"vdi-sson.nsf.gov","nsf.gov","https://vdi-sson.nsf.gov","National Science Foundation","censys-snapshot, rdns-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"vdi.nsf.gov","nsf.gov","https://vdi.nsf.gov","National Science Foundation","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"vdilab-sson.nsf.gov","nsf.gov","https://vdilab-sson.nsf.gov","National Science Foundation","censys-snapshot, rdns-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"vdilab.nsf.gov","nsf.gov","https://vdilab.nsf.gov","National Science Foundation","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"webcaspar.nsf.gov","nsf.gov","https://webcaspar.nsf.gov","National Science Foundation","censys-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"weeklywire.demo.nsf.gov","nsf.gov","https://weeklywire.demo.nsf.gov","National Science Foundation","censys-snapshot, rdns-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"weeklywire.nsf.gov","nsf.gov","https://weeklywire.nsf.gov","National Science Foundation","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"xmpp.nsf.gov","nsf.gov","https://xmpp.nsf.gov","National Science Foundation","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"nsopr.gov","nsopr.gov","https://nsopr.gov","Department of Justice","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"service.nsopr.gov","nsopr.gov","https://service.nsopr.gov","Department of Justice","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"actribe.nsopw.gov","nsopw.gov","https://actribe.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"ak-chin.nsopw.gov","nsopw.gov","https://ak-chin.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"astribe.nsopw.gov","nsopw.gov","https://astribe.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"blackfeet.nsopw.gov","nsopw.gov","https://blackfeet.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"boisforte.nsopw.gov","nsopw.gov","https://boisforte.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"caddo.nsopw.gov","nsopw.gov","https://caddo.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"catribes.nsopw.gov","nsopw.gov","https://catribes.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"cherokee.nsopw.gov","nsopw.gov","https://cherokee.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"cheyenneriver.nsopw.gov","nsopw.gov","https://cheyenneriver.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"chickasaw.nsopw.gov","nsopw.gov","https://chickasaw.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"chippewacree.nsopw.gov","nsopw.gov","https://chippewacree.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"chitimacha.nsopw.gov","nsopw.gov","https://chitimacha.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"choctaw.nsopw.gov","nsopw.gov","https://choctaw.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"cnmi.nsopw.gov","nsopw.gov","https://cnmi.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"cocopah.nsopw.gov","nsopw.gov","https://cocopah.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"colvilletribes.nsopw.gov","nsopw.gov","https://colvilletribes.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"comanche.nsopw.gov","nsopw.gov","https://comanche.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"crit.nsopw.gov","nsopw.gov","https://crit.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"crownations.nsopw.gov","nsopw.gov","https://crownations.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"ctuir.nsopw.gov","nsopw.gov","https://ctuir.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"dnation.nsopw.gov","nsopw.gov","https://dnation.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"elwha.nsopw.gov","nsopw.gov","https://elwha.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"elyshoshonetribe.nsopw.gov","nsopw.gov","https://elyshoshonetribe.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"estoo.nsopw.gov","nsopw.gov","https://estoo.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"fortpecktribes.nsopw.gov","nsopw.gov","https://fortpecktribes.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"fsst.nsopw.gov","nsopw.gov","https://fsst.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"ftbelknap.nsopw.gov","nsopw.gov","https://ftbelknap.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"ftmcdowell.nsopw.gov","nsopw.gov","https://ftmcdowell.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"gric.nsopw.gov","nsopw.gov","https://gric.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"gtb.nsopw.gov","nsopw.gov","https://gtb.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"havasupai.nsopw.gov","nsopw.gov","https://havasupai.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"hopi.nsopw.gov","nsopw.gov","https://hopi.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"hualapai.nsopw.gov","nsopw.gov","https://hualapai.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"iowanation.nsopw.gov","nsopw.gov","https://iowanation.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"iowatribe.nsopw.gov","nsopw.gov","https://iowatribe.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"isleta.nsopw.gov","nsopw.gov","https://isleta.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"jemez.nsopw.gov","nsopw.gov","https://jemez.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"jicarilla.nsopw.gov","nsopw.gov","https://jicarilla.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"kaibabpaiute.nsopw.gov","nsopw.gov","https://kaibabpaiute.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"kaw.nsopw.gov","nsopw.gov","https://kaw.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"kbic.nsopw.gov","nsopw.gov","https://kbic.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"kickapoo.nsopw.gov","nsopw.gov","https://kickapoo.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"laguna.nsopw.gov","nsopw.gov","https://laguna.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"lummi.nsopw.gov","nsopw.gov","https://lummi.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"mescaleroapache.nsopw.gov","nsopw.gov","https://mescaleroapache.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"meskwaki.nsopw.gov","nsopw.gov","https://meskwaki.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"mhanation.nsopw.gov","nsopw.gov","https://mhanation.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"miamination.nsopw.gov","nsopw.gov","https://miamination.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"miccosukeetribe.nsopw.gov","nsopw.gov","https://miccosukeetribe.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"modoc.nsopw.gov","nsopw.gov","https://modoc.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"mojaveindiantribe.nsopw.gov","nsopw.gov","https://mojaveindiantribe.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"mptn.nsopw.gov","nsopw.gov","https://mptn.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"muscogee.nsopw.gov","nsopw.gov","https://muscogee.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"navajo.nsopw.gov","nsopw.gov","https://navajo.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"nc-cherokee.nsopw.gov","nsopw.gov","https://nc-cherokee.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"nhbpi.nsopw.gov","nsopw.gov","https://nhbpi.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"nooksack.nsopw.gov","nsopw.gov","https://nooksack.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"northernarapaho.nsopw.gov","nsopw.gov","https://northernarapaho.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"nsopw.gov","nsopw.gov","https://www.nsopw.gov","Department of Justice","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"ohkayowingeh.nsopw.gov","nsopw.gov","https://ohkayowingeh.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"omaha.nsopw.gov","nsopw.gov","https://omaha.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"omtribe.nsopw.gov","nsopw.gov","https://omtribe.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"oneida.nsopw.gov","nsopw.gov","https://oneida.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"osage.nsopw.gov","nsopw.gov","https://osage.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"ottawatribe.nsopw.gov","nsopw.gov","https://ottawatribe.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"pascuayaqui.nsopw.gov","nsopw.gov","https://pascuayaqui.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"pawneenation.nsopw.gov","nsopw.gov","https://pawneenation.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"pbpnation.nsopw.gov","nsopw.gov","https://pbpnation.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
